loan_status,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,debt_to_income_ratio,derog_pub_rec,mean_fico_scores,grade
Fully Paid,20000,36 months,13.11,674.9,2,MORTGAGE,125000,Verified,0,1,wedding,16.09,0,707,C
Fully Paid,18000,36 months,10.62,586.08,10 +,MORTGAGE,80000,Not Verified,0,1,home_improvement,4.33,0,747,B
Fully Paid,3200,36 months,7.14,99.01,unknown,RENT,20000,Not Verified,0,1,major_purchase,11.1,0,752,A
Fully Paid,3600,36 months,9.88,115.96,More than 1,MORTGAGE,26400,Not Verified,0,1,other,15.41,0,732,B
Fully Paid,11500,36 months,14.22,394.27,3,RENT,32000,Not Verified,0,1,debt_consolidation,23.1,0,682,C
Fully Paid,3000,36 months,14.22,102.86,4,OWN,50000,Verified,0,0,other,3.41,0,702,C
Fully Paid,7000,36 months,7.51,217.77,unknown,RENT,110000,Verified,0,0,major_purchase,18.83,0,752,A
Fully Paid,7000,36 months,7.51,217.77,2,RENT,38400,Not Verified,0,1,small_business,6.44,0,737,A
Fully Paid,6000,36 months,7.14,185.64,8,MORTGAGE,54548,Not Verified,0,0,home_improvement,7.17,0,772,A
Fully Paid,10000,36 months,14.22,342.85,8,RENT,30500,Not Verified,0,1,debt_consolidation,12.24,0,682,C
Fully Paid,15000,36 months,7.88,469.21,2,RENT,60000,Verified,0,0,major_purchase,22.54,0,772,A
Fully Paid,5000,36 months,16.45,176.89,10 +,OWN,73000,Not Verified,0,1,home_improvement,0.2,0,702,E
Fully Paid,6500,36 months,7.51,202.22,5,MORTGAGE,44000,Not Verified,0,1,debt_consolidation,18.55,0,767,A
Fully Paid,7500,36 months,7.51,233.32,8,OWN,74400,Not Verified,0,1,debt_consolidation,15.79,0,752,A
Fully Paid,12000,36 months,16.07,422.33,2,MORTGAGE,174000,Verified,0,1,debt_consolidation,17.47,0,662,D
Fully Paid,20000,36 months,13.48,678.49,3,MORTGAGE,85000,Verified,0,1,major_purchase,12.07,0,702,C
Fully Paid,13000,36 months,7.88,406.65,3,MORTGAGE,60000,Not Verified,0,0,debt_consolidation,20.82,0,782,A
Fully Paid,5000,36 months,13.11,168.73,More than 1,RENT,40000,Not Verified,0,0,debt_consolidation,3.18,0,717,C
Fully Paid,11000,36 months,7.51,342.21,5,MORTGAGE,100000,Not Verified,0,1,car,8.03,0,762,A
Fully Paid,10000,36 months,9.88,322.11,2,MORTGAGE,52000,Not Verified,0,1,small_business,11.65,0,767,B
Fully Paid,4000,36 months,16.45,141.51,3,RENT,19968,Not Verified,0,1,other,5.29,0,682,E
Fully Paid,5000,36 months,14.96,173.24,6,RENT,28800,Not Verified,0,0,debt_consolidation,17.88,0,667,D
Fully Paid,12000,36 months,13.48,407.09,unknown,MORTGAGE,80000,Not Verified,0,1,major_purchase,11.87,0,682,C
Fully Paid,3300,36 months,13.85,112.55,2,RENT,19000,Source Verified,0,1,major_purchase,13.71,0,692,C
Fully Paid,4000,36 months,11.36,131.65,unknown,RENT,22800,Not Verified,0,1,debt_consolidation,10.95,0,707,B
Fully Paid,2400,36 months,11.36,78.99,3,OWN,63500,Not Verified,0,1,home_improvement,11.6,0,707,B
Fully Paid,12000,36 months,11.36,394.94,5,RENT,30000,Not Verified,0,1,debt_consolidation,10.32,0,702,B
Fully Paid,4800,36 months,7.14,148.51,10 +,MORTGAGE,100000,Not Verified,0,0,debt_consolidation,13.21,0,757,A
Fully Paid,6725,36 months,10.62,218.97,More than 1,OWN,50400,Not Verified,0,1,other,12.48,0,717,B
Fully Paid,10000,36 months,14.22,342.85,7,RENT,48000,Not Verified,0,1,debt_consolidation,19.32,0,677,C
Fully Paid,18000,36 months,13.11,607.41,9,RENT,90000,Not Verified,0,1,credit_card,23.73,0,702,C
Fully Paid,17600,36 months,10.62,573.05,unknown,RENT,70000,Verified,0,0,debt_consolidation,18.65,0,722,B
Charged Off,7000,36 months,7.14,216.58,unknown,MORTGAGE,61000,Verified,0,1,other,22.58,0,752,A
Fully Paid,12000,36 months,13.48,407.09,10 +,MORTGAGE,80000,Verified,0,1,debt_consolidation,19.95,1,682,C
Fully Paid,9000,36 months,7.88,281.53,3,MORTGAGE,106000,Verified,0,1,credit_card,5.13,0,737,A
Fully Paid,3000,36 months,10.25,97.16,3,RENT,121000,Verified,0,1,major_purchase,0,0,712,B
Fully Paid,15000,36 months,10.25,485.78,5,RENT,64000,Not Verified,0,1,other,16.16,0,742,B
Fully Paid,22250,36 months,14.59,766.85,10 +,RENT,49000,Verified,0,1,debt_consolidation,12.61,0,697,D
Fully Paid,8000,36 months,12.73,268.53,unknown,RENT,648000,Not Verified,0,1,debt_consolidation,1.37,0,697,C
Fully Paid,15000,36 months,13.85,511.56,7,RENT,60000,Verified,0,0,other,7.78,0,682,C
Fully Paid,12000,36 months,10.99,392.83,2,RENT,40000,Not Verified,0,0,debt_consolidation,10.89,1,707,B
Fully Paid,3200,36 months,14.59,110.29,2,RENT,90000,Verified,0,0,other,24.87,0,662,D
Fully Paid,5600,36 months,13.48,189.98,unknown,RENT,11688,Not Verified,0,1,small_business,0,0,707,C
Charged Off,12000,36 months,13.48,407.09,6,RENT,25200,Verified,0,1,debt_consolidation,4.32,0,707,C
Fully Paid,15000,36 months,12.73,503.5,More than 1,MORTGAGE,70000,Verified,0,0,debt_consolidation,3.1,0,712,C
Fully Paid,5000,36 months,7.51,155.55,2,RENT,41000,Not Verified,0,0,vacation,5.97,0,752,A
Fully Paid,9000,36 months,10.25,291.47,3,MORTGAGE,59000,Source Verified,0,1,debt_consolidation,12.61,0,717,B
Fully Paid,11500,36 months,15.7,402.63,10 +,MORTGAGE,39672,Not Verified,0,1,debt_consolidation,22.57,0,662,D
Fully Paid,11000,36 months,13.11,371.2,4,RENT,50985,Not Verified,0,1,debt_consolidation,16.19,0,687,C
Fully Paid,14000,36 months,7.88,437.93,2,RENT,64000,Not Verified,0,1,debt_consolidation,9.38,0,752,A
Fully Paid,2575,36 months,6.76,79.24,3,RENT,82500,Not Verified,0,1,educational,4.8,0,762,A
Fully Paid,15000,36 months,9.88,483.16,4,MORTGAGE,60000,Not Verified,0,1,debt_consolidation,12.62,0,747,B
Fully Paid,14500,36 months,9.88,467.06,unknown,MORTGAGE,28800,Not Verified,0,0,major_purchase,2.79,1,742,B
Fully Paid,5500,36 months,10.25,178.12,6,MORTGAGE,67440,Not Verified,0,1,major_purchase,22.57,0,712,B
Fully Paid,13000,36 months,7.88,406.65,6,OWN,18000,Not Verified,0,0,other,9,0,757,A
Fully Paid,10800,36 months,14.96,374.19,2,RENT,39000,Source Verified,0,1,debt_consolidation,8.89,0,672,D
Fully Paid,12000,36 months,7.88,375.37,10 +,MORTGAGE,215000,Not Verified,0,0,debt_consolidation,4.02,0,752,A
Fully Paid,2500,36 months,7.51,77.78,More than 1,RENT,35000,Source Verified,0,1,educational,12.03,0,737,A
Fully Paid,11000,36 months,7.14,340.34,3,MORTGAGE,126000,Not Verified,0,1,medical,4.95,0,772,A
Fully Paid,15000,36 months,10.62,488.4,3,MORTGAGE,30000,Not Verified,0,1,debt_consolidation,9.96,0,732,B
Fully Paid,25000,36 months,12.73,839.16,10 +,MORTGAGE,60000,Verified,0,1,credit_card,11.52,1,717,C
Fully Paid,14000,36 months,7.88,437.93,unknown,RENT,43738,Verified,0,1,debt_consolidation,0.27,0,792,A
Charged Off,12000,36 months,14.96,415.76,2,RENT,40310,Not Verified,0,1,debt_consolidation,10.63,0,677,D
Fully Paid,14000,36 months,7.88,437.93,2,OWN,68000,Not Verified,0,0,debt_consolidation,24.37,0,747,A
Fully Paid,25000,36 months,15.7,875.27,2,RENT,130000,Not Verified,0,1,debt_consolidation,10.86,0,687,D
Fully Paid,20000,36 months,11.36,658.23,5,MORTGAGE,100000,Verified,0,1,home_improvement,8.12,0,727,B
Fully Paid,5000,36 months,7.88,156.41,unknown,RENT,45000,Not Verified,0,1,other,4.16,0,742,A
Fully Paid,21000,36 months,10.62,683.76,unknown,MORTGAGE,130000,Verified,0,1,credit_card,19.93,0,742,B
Fully Paid,10000,36 months,12.73,335.67,5,RENT,31200,Not Verified,0,1,debt_consolidation,20.69,0,692,C
Fully Paid,24000,36 months,14.96,831.52,3,RENT,72000,Not Verified,0,1,debt_consolidation,22.42,0,687,D
Fully Paid,2400,36 months,6.39,73.45,7,MORTGAGE,28560,Not Verified,0,1,other,0.21,0,822,A
Charged Off,1600,36 months,9.88,51.54,unknown,RENT,18000,Not Verified,0,0,moving,3.07,0,712,B
Fully Paid,8000,36 months,13.85,272.84,5,MORTGAGE,55000,Not Verified,0,1,debt_consolidation,18.02,1,682,C
Fully Paid,20000,36 months,10.62,651.2,3,RENT,66000,Not Verified,0,1,debt_consolidation,15.85,0,737,B
Fully Paid,21000,36 months,11.36,691.14,2,RENT,63000,Verified,0,1,house,16.13,0,722,B
Fully Paid,6000,36 months,11.36,197.47,unknown,MORTGAGE,79500,Not Verified,0,1,debt_consolidation,22.05,0,687,B
Fully Paid,25000,36 months,13.85,852.6,9,MORTGAGE,275000,Not Verified,0,1,credit_card,6.9,0,722,C
Fully Paid,10000,36 months,7.14,309.4,4,RENT,71500,Verified,0,1,small_business,3.98,0,772,A
Charged Off,5000,36 months,15.33,174.15,3,MORTGAGE,19200,Verified,0,0,major_purchase,8.81,0,672,D
Fully Paid,1200,36 months,12.73,40.28,unknown,RENT,4200,Not Verified,0,1,educational,4.29,0,717,C
Fully Paid,8000,36 months,11.36,263.29,10 +,RENT,25000,Not Verified,0,0,credit_card,5.52,0,732,B
Fully Paid,10000,36 months,14.59,344.65,unknown,RENT,60000,Not Verified,0,0,other,7.78,0,707,D
Fully Paid,16000,36 months,16.45,566.04,6,MORTGAGE,100000,Source Verified,0,0,debt_consolidation,11.12,0,662,E
Fully Paid,10000,36 months,7.51,311.1,4,RENT,58608,Verified,0,1,home_improvement,0.94,0,792,A
Charged Off,3500,36 months,14.22,120,3,RENT,30000,Not Verified,0,0,other,15.36,1,662,C
Charged Off,6000,36 months,10.62,195.36,2,RENT,28800,Not Verified,0,1,debt_consolidation,6.38,0,707,B
Fully Paid,8000,36 months,13.11,269.96,8,RENT,51000,Verified,0,1,debt_consolidation,3.36,0,717,C
Fully Paid,7000,36 months,9.88,225.48,More than 1,RENT,53000,Verified,0,0,car,18.72,0,727,B
Fully Paid,10475,36 months,7.88,327.66,10 +,MORTGAGE,53360,Not Verified,0,1,credit_card,19.93,0,742,A
Fully Paid,7000,36 months,7.88,218.97,4,MORTGAGE,66000,Verified,0,1,other,3.33,0,722,A
Fully Paid,8400,36 months,7.51,261.32,unknown,MORTGAGE,84000,Verified,0,1,credit_card,8.36,0,797,A
Charged Off,7000,36 months,15.7,245.08,3,RENT,47500,Verified,0,1,other,10.64,0,677,D
Fully Paid,9000,36 months,13.85,306.94,3,RENT,133000,Source Verified,0,0,credit_card,19.23,0,697,C
Fully Paid,7750,36 months,14.22,265.71,2,RENT,32000,Not Verified,0,1,debt_consolidation,24.83,0,672,C
Fully Paid,7000,36 months,14.96,242.53,2,RENT,60000,Not Verified,0,1,debt_consolidation,2.58,0,667,D
Fully Paid,4800,36 months,14.59,165.44,unknown,MORTGAGE,60000,Not Verified,0,1,home_improvement,17.82,0,662,D
Fully Paid,3000,36 months,12.73,100.7,2,RENT,38688,Verified,0,1,major_purchase,2.67,0,687,C
Fully Paid,5950,36 months,12.73,199.72,3,RENT,612000,Verified,0,0,credit_card,1.66,0,682,C
Fully Paid,10000,36 months,14.59,344.65,9,RENT,22000,Source Verified,0,1,debt_consolidation,9.44,1,672,D
Fully Paid,13600,36 months,9.88,438.07,3,RENT,78625,Not Verified,0,1,debt_consolidation,21.31,0,767,B
Fully Paid,5000,36 months,7.14,154.7,3,MORTGAGE,77000,Source Verified,0,1,other,2.34,0,777,A
Fully Paid,7800,36 months,9.88,251.25,10 +,MORTGAGE,33000,Source Verified,0,0,debt_consolidation,13.67,0,732,B
Fully Paid,10000,36 months,9.88,322.11,2,RENT,33600,Not Verified,0,1,debt_consolidation,4.04,0,737,B
Fully Paid,25000,36 months,13.48,848.11,4,MORTGAGE,155796,Verified,0,1,educational,17.31,0,717,C
Fully Paid,7300,36 months,10.25,236.41,7,RENT,115000,Verified,0,1,credit_card,9.23,0,752,B
Fully Paid,5600,36 months,13.85,190.99,More than 1,RENT,52000,Not Verified,0,1,other,6.21,0,672,C
Fully Paid,3500,36 months,7.51,108.89,6,MORTGAGE,42000,Not Verified,0,1,home_improvement,19.37,0,732,A
Fully Paid,21500,36 months,15.33,748.81,5,RENT,116000,Verified,0,1,debt_consolidation,11.82,0,687,D
Fully Paid,5000,36 months,14.96,173.24,unknown,MORTGAGE,87000,Not Verified,0,0,major_purchase,12.94,1,662,D
Charged Off,10000,36 months,10.62,325.6,7,MORTGAGE,40000,Not Verified,0,1,other,17.97,0,742,B
Fully Paid,17000,36 months,14.96,588.99,10 +,RENT,60000,Not Verified,0,0,debt_consolidation,13.82,0,677,D
Fully Paid,15000,36 months,10.62,488.4,7,RENT,53000,Source Verified,0,0,debt_consolidation,24.07,1,727,B
Fully Paid,7000,36 months,9.88,225.48,unknown,RENT,190000,Not Verified,0,1,major_purchase,4.49,0,722,B
Fully Paid,3000,36 months,9.88,96.64,8,RENT,50000,Not Verified,0,0,credit_card,13.49,0,722,B
Charged Off,19200,36 months,10.99,628.52,10 +,RENT,77000,Verified,0,1,credit_card,19.23,0,727,B
Fully Paid,2000,36 months,9.88,64.43,10 +,MORTGAGE,45000,Not Verified,0,0,other,22.53,0,732,B
Fully Paid,14400,36 months,10.62,468.86,More than 1,RENT,36000,Not Verified,0,1,credit_card,12,0,742,B
Fully Paid,14000,36 months,15.7,490.16,10 +,RENT,42000,Not Verified,0,1,debt_consolidation,0.78,0,667,D
Charged Off,15000,36 months,14.96,519.7,More than 1,MORTGAGE,75000,Not Verified,0,1,credit_card,8.52,1,677,D
Fully Paid,25000,36 months,10.25,809.62,10 +,RENT,60000,Not Verified,0,1,debt_consolidation,4.82,0,782,B
Fully Paid,4500,36 months,14.59,155.1,3,RENT,41000,Not Verified,0,1,major_purchase,20.31,0,662,D
Charged Off,10000,36 months,13.48,339.25,unknown,RENT,24000,Not Verified,0,1,educational,1.3,0,762,C
Fully Paid,2000,36 months,13.48,67.85,10 +,RENT,59000,Source Verified,0,0,credit_card,13.24,0,677,C
Fully Paid,4000,36 months,10.25,129.54,6,RENT,34400,Verified,0,0,other,16.26,0,737,B
Fully Paid,20000,36 months,14.96,692.93,3,RENT,100000,Not Verified,0,1,debt_consolidation,4.69,0,687,D
Fully Paid,2500,36 months,15.7,87.53,2,RENT,20000,Source Verified,0,1,other,22.08,0,662,D
Fully Paid,15000,36 months,11.36,493.67,5,MORTGAGE,98000,Source Verified,0,1,debt_consolidation,13.74,0,712,B
Fully Paid,6150,36 months,7.88,192.38,10 +,MORTGAGE,78000,Not Verified,0,1,vacation,8.25,0,772,A
Charged Off,18000,36 months,13.48,610.64,10 +,RENT,36720,Source Verified,0,1,debt_consolidation,15.23,1,697,C
Fully Paid,15000,36 months,10.25,485.78,4,OWN,58000,Not Verified,0,1,car,11.28,0,802,B
Fully Paid,8500,36 months,10.62,276.76,unknown,RENT,29760,Not Verified,0,1,debt_consolidation,20.93,0,717,B
Fully Paid,17500,36 months,14.22,599.98,2,RENT,36000,Source Verified,0,0,credit_card,17.4,0,682,C
Fully Paid,18000,36 months,10.99,589.24,10 +,MORTGAGE,200000,Verified,0,1,debt_consolidation,13.29,0,717,B
Fully Paid,10000,36 months,7.14,309.4,5,RENT,118000,Verified,0,0,other,10.73,0,787,A
Fully Paid,3000,36 months,10.25,97.16,2,RENT,40000,Verified,0,0,other,17.67,0,702,B
Fully Paid,18000,36 months,17.19,643.44,2,RENT,59000,Verified,0,1,debt_consolidation,12.69,0,712,E
Fully Paid,8950,36 months,10.99,292.98,6,MORTGAGE,63000,Not Verified,0,0,debt_consolidation,14.91,1,702,B
Fully Paid,6000,36 months,13.48,203.55,8,RENT,48000,Source Verified,0,1,other,3.02,0,687,C
Charged Off,25000,36 months,19.79,926.37,10 +,MORTGAGE,123000,Verified,0,0,debt_consolidation,22.58,0,667,F
Fully Paid,14000,36 months,13.11,472.43,10 +,MORTGAGE,100000,Not Verified,0,0,credit_card,11.92,0,692,C
Fully Paid,1600,36 months,10.25,51.82,10 +,MORTGAGE,91384.08,Source Verified,0,0,small_business,21.89,0,702,B
Fully Paid,4500,36 months,14.22,154.28,5,RENT,60000,Source Verified,0,0,other,11.7,0,667,C
Fully Paid,3000,36 months,6.76,92.31,4,MORTGAGE,60000,Not Verified,0,0,debt_consolidation,23.86,0,752,A
Fully Paid,10000,36 months,13.11,337.45,unknown,RENT,49571,Source Verified,0,1,wedding,9.63,0,692,C
Fully Paid,7500,36 months,10.25,242.89,5,MORTGAGE,57000,Not Verified,0,1,debt_consolidation,15.47,0,717,B
Fully Paid,7000,36 months,10.62,227.92,5,MORTGAGE,43000,Not Verified,0,1,other,10.58,0,717,B
Fully Paid,5500,36 months,17.56,197.63,More than 1,RENT,14400,Not Verified,0,1,other,7.33,0,672,E
Fully Paid,16750,36 months,13.11,565.23,8,RENT,50496,Not Verified,0,0,debt_consolidation,24.33,0,707,C
Fully Paid,3000,36 months,13.85,102.32,10 +,MORTGAGE,63755,Not Verified,0,1,other,9.35,0,667,C
Fully Paid,4750,36 months,13.85,162,unknown,RENT,15600,Not Verified,0,1,debt_consolidation,15.31,0,682,C
Fully Paid,6725,36 months,16.45,237.92,4,RENT,50760,Verified,0,1,home_improvement,5.86,0,677,E
Fully Paid,6100,36 months,10.25,197.55,unknown,MORTGAGE,68000,Not Verified,0,1,debt_consolidation,22.71,0,712,B
Charged Off,14000,36 months,13.85,477.46,3,MORTGAGE,69582,Not Verified,0,1,small_business,9.61,0,682,C
Fully Paid,5000,36 months,10.99,163.68,3,MORTGAGE,96000,Not Verified,0,0,home_improvement,19.68,1,697,B
Fully Paid,1000,36 months,10.99,32.74,3,RENT,36000,Not Verified,0,1,medical,5.77,0,722,B
Fully Paid,1500,36 months,7.88,46.93,9,RENT,35000,Not Verified,0,1,vacation,11.69,0,712,A
Fully Paid,2000,36 months,10.99,65.48,10 +,RENT,35040,Not Verified,0,0,educational,7.84,0,727,B
Fully Paid,15000,36 months,13.48,508.87,4,MORTGAGE,96000,Not Verified,0,1,debt_consolidation,14.97,0,687,C
Fully Paid,20000,36 months,10.62,651.2,4,RENT,105000,Source Verified,0,1,debt_consolidation,19.2,0,737,B
Fully Paid,4000,36 months,13.11,134.98,10 +,OWN,35000,Not Verified,0,0,debt_consolidation,18.34,0,687,C
Fully Paid,25000,36 months,10.99,818.38,10 +,MORTGAGE,77533.82,Verified,0,1,debt_consolidation,8.22,0,742,B
Fully Paid,10000,36 months,7.14,309.4,5,RENT,60000,Not Verified,0,1,other,12.16,0,772,A
Fully Paid,4000,36 months,10.99,130.95,10 +,MORTGAGE,130000,Source Verified,0,0,other,24.67,0,697,B
Charged Off,7500,36 months,15.33,261.22,2,RENT,28128,Not Verified,0,1,debt_consolidation,9.3,0,677,D
Fully Paid,15250,36 months,7.88,477.03,3,MORTGAGE,52000,Verified,0,1,debt_consolidation,22.38,0,777,A
Fully Paid,10000,36 months,14.22,342.85,3,RENT,61500,Verified,0,0,debt_consolidation,22.1,0,677,C
Fully Paid,3500,36 months,7.51,108.89,3,RENT,50000,Not Verified,0,1,credit_card,2.42,0,732,A
Charged Off,6000,36 months,11.36,197.47,More than 1,RENT,32000,Not Verified,0,0,debt_consolidation,8.93,0,687,B
Fully Paid,20000,36 months,13.85,682.08,8,RENT,78000,Verified,0,0,debt_consolidation,21.25,0,697,C
Fully Paid,5000,36 months,13.11,168.73,9,MORTGAGE,62000,Not Verified,0,0,credit_card,16.65,0,737,C
Fully Paid,9600,36 months,10.62,312.58,9,MORTGAGE,75000,Not Verified,0,0,house,1.84,0,762,B
Fully Paid,10000,36 months,10.62,325.6,4,RENT,53000,Not Verified,0,1,debt_consolidation,4.12,0,727,B
Fully Paid,6000,36 months,7.88,187.69,6,MORTGAGE,62000,Not Verified,0,1,debt_consolidation,24.72,0,727,A
Fully Paid,4800,36 months,7.88,150.15,unknown,RENT,22000,Not Verified,0,1,credit_card,16.09,0,722,A
Fully Paid,1500,36 months,11.36,49.37,2,RENT,57160,Not Verified,0,0,debt_consolidation,21.86,0,682,B
Fully Paid,9000,36 months,14.96,311.82,3,RENT,42600,Not Verified,0,1,debt_consolidation,4.82,0,687,D
Fully Paid,5500,36 months,7.88,172.05,5,RENT,79600,Not Verified,0,0,debt_consolidation,14.88,0,727,A
Fully Paid,24250,36 months,11.36,798.1,unknown,MORTGAGE,127000,Not Verified,0,1,debt_consolidation,17.53,0,742,B
Fully Paid,17000,36 months,9.88,547.58,2,RENT,175000,Not Verified,0,0,credit_card,18.91,0,797,B
Fully Paid,8000,36 months,7.51,248.88,2,RENT,63000,Verified,0,0,debt_consolidation,5.09,0,762,A
Fully Paid,4000,36 months,13.48,135.7,3,MORTGAGE,65000,Source Verified,0,1,major_purchase,14.1,0,677,C
Fully Paid,10000,36 months,10.99,327.36,10 +,MORTGAGE,125000,Not Verified,0,1,major_purchase,23.95,0,742,B
Fully Paid,12000,36 months,9.88,386.53,4,MORTGAGE,64700,Not Verified,0,1,credit_card,18.68,0,737,B
Fully Paid,2500,36 months,7.14,77.35,2,OWN,23000,Not Verified,0,1,debt_consolidation,3.76,0,752,A
Charged Off,7200,36 months,14.96,249.46,10 +,MORTGAGE,30000,Not Verified,0,0,other,10.08,0,672,D
Fully Paid,8600,36 months,13.11,290.21,3,MORTGAGE,112500,Not Verified,0,1,debt_consolidation,12.22,0,697,C
Fully Paid,2000,36 months,14.96,69.3,4,MORTGAGE,36000,Not Verified,0,0,debt_consolidation,20.8,0,672,D
Fully Paid,5000,36 months,14.59,172.33,unknown,OWN,27500,Verified,0,1,other,2.53,0,677,D
Charged Off,5000,36 months,14.22,171.43,4,RENT,65000,Not Verified,0,1,other,14.97,0,667,C
Fully Paid,12000,36 months,13.48,407.09,3,MORTGAGE,116000,Not Verified,0,1,home_improvement,4.52,0,682,C
Fully Paid,20000,36 months,10.62,651.2,4,MORTGAGE,50000,Verified,0,0,debt_consolidation,4.34,0,762,B
Fully Paid,4575,36 months,7.51,142.33,10 +,MORTGAGE,106000,Not Verified,0,1,major_purchase,17.89,0,767,A
Fully Paid,9600,36 months,13.11,323.96,More than 1,RENT,37740,Not Verified,0,0,debt_consolidation,14.69,0,702,C
Fully Paid,12000,36 months,7.51,373.32,9,RENT,92341,Not Verified,0,1,debt_consolidation,21.33,0,782,A
Fully Paid,5000,36 months,10.62,162.8,10 +,MORTGAGE,58000,Verified,0,1,small_business,9.43,0,707,B
Fully Paid,10000,36 months,14.59,344.65,5,MORTGAGE,74000,Not Verified,0,0,credit_card,22.39,0,672,D
Fully Paid,5000,36 months,7.88,156.41,4,RENT,64000,Not Verified,0,1,debt_consolidation,8.15,0,727,A
Fully Paid,4800,36 months,11.36,157.98,5,RENT,48756,Source Verified,0,0,debt_consolidation,13.76,0,722,B
Fully Paid,6300,36 months,7.51,195.99,2,MORTGAGE,45996,Source Verified,0,1,car,7.65,0,787,A
Fully Paid,18000,36 months,9.88,579.79,5,MORTGAGE,85000,Not Verified,0,1,major_purchase,1.84,0,797,B
Fully Paid,18000,36 months,10.25,582.93,10 +,MORTGAGE,96384,Not Verified,0,1,medical,24.13,0,767,B
Fully Paid,7500,36 months,10.25,242.89,More than 1,RENT,42000,Source Verified,0,1,debt_consolidation,8,0,722,B
Fully Paid,6250,36 months,13.85,213.15,2,RENT,21000,Not Verified,0,1,medical,19.94,0,697,C
Fully Paid,8450,36 months,10.62,275.13,unknown,RENT,38500,Not Verified,0,1,debt_consolidation,16.71,0,742,B
Fully Paid,14000,36 months,12.73,469.93,More than 1,RENT,60000,Verified,0,1,credit_card,22.72,0,702,C
Fully Paid,6250,36 months,13.48,212.03,10 +,RENT,23000,Not Verified,0,1,debt_consolidation,21.08,1,692,C
Fully Paid,6000,36 months,7.51,186.66,3,MORTGAGE,97500,Not Verified,0,0,other,11.85,0,737,A
Fully Paid,8000,36 months,7.51,248.88,10 +,OWN,55000,Not Verified,0,1,home_improvement,6.11,0,797,A
Fully Paid,9500,36 months,14.22,325.7,4,RENT,70000,Not Verified,0,1,credit_card,19.87,0,677,C
Fully Paid,6000,36 months,7.14,185.64,2,MORTGAGE,79800,Not Verified,0,0,debt_consolidation,10.57,0,787,A
Charged Off,7000,36 months,14.96,242.53,unknown,RENT,20000,Not Verified,0,0,major_purchase,14.82,0,672,D
Fully Paid,6000,36 months,14.59,206.79,More than 1,MORTGAGE,23920,Not Verified,0,1,debt_consolidation,18.41,0,667,D
Fully Paid,19000,36 months,11.36,625.32,8,RENT,35000,Verified,0,1,debt_consolidation,17.21,0,722,B
Fully Paid,3000,36 months,9.88,96.64,2,RENT,58500,Source Verified,0,1,house,0.51,0,747,B
